,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm,scoring,id,segmento,lead_category
1968,Landing Page Submission,Google,No,No,0,4,235,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No,0.010566373978792433,640909,2,Cold
1969,Landing Page Submission,Direct Traffic,No,No,0,3,519,3.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.08057937829984513,601969,3,Cold
1970,Lead Add Form,Reference,No,No,1,0,0,0.0,OTROS,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.803124992420931,631708,5,Hot
1971,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.38779295283642984,631653,1,Cold
1972,Landing Page Submission,Direct Traffic,No,No,1,3,31,3.0,Email Opened,Media and Advertising,Working Professional,No,No,No,No,No,No,14.0,17.0,No,0.553769475357547,644076,4,Cold
1973,API,Organic Search,No,No,1,4,860,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.7108360649913265,580575,0,Medium
1974,Landing Page Submission,Direct Traffic,No,No,0,3,286,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.06383736104311859,588179,3,Cold
1975,Lead Add Form,Reference,No,No,1,3,903,2.4,OTROS,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No,0.9969227551827805,587916,4,Hot
1976,Landing Page Submission,Google,No,No,1,18,874,3.6,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes,0.7691154860852453,636443,2,Medium
1977,Landing Page Submission,Direct Traffic,No,No,1,2,418,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.30271813692148614,596860,0,Cold
1978,Landing Page Submission,Direct Traffic,No,No,1,10,921,10.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5678926018484469,624715,0,Cold
1979,Landing Page Submission,Google,No,No,0,7,406,7.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08226968642197961,618102,3,Cold
1980,Landing Page Submission,Google,No,No,1,4,612,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.7339343030641944,641324,0,Medium
1981,Landing Page Submission,Organic Search,No,No,0,3,166,3.0,Converted to Lead,OTROS,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.04168487005315177,632278,3,Cold
1982,API,Google,No,No,1,3,1117,1.5,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No,0.9579469802068443,646199,4,Hot
1983,Landing Page Submission,Direct Traffic,No,No,0,2,111,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes,0.11879454467355369,586353,3,Cold
1984,Landing Page Submission,Direct Traffic,No,No,0,4,395,1.33,Email Opened,Select,Working Professional,No,No,No,No,No,No,13.0,17.0,No,0.2830934642887788,591899,4,Cold
1985,Landing Page Submission,Organic Search,No,No,0,3,415,3.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.047358796138618854,624728,3,Cold
1986,Landing Page Submission,Direct Traffic,No,No,0,5,221,5.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes,0.04692773603760629,653985,2,Cold
1987,API,Google,No,No,0,2,1210,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7335053323068067,597346,5,Medium
1988,Landing Page Submission,Direct Traffic,No,No,0,2,404,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.2902460042616155,588212,3,Cold
1989,Landing Page Submission,Google,No,No,0,4,1452,4.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No,0.6621890837755966,651696,3,Medium
1990,API,Google,No,No,1,2,1349,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.8601153804346672,640108,0,Hot
1991,API,OTROS,No,No,0,4,1412,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,13.0,No,0.35298599128874375,648033,5,Cold
1992,API,Google,No,No,0,3,326,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.027399144657937472,649405,1,Cold
1993,API,Organic Search,No,No,0,4,23,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08652981374364424,623429,1,Cold
1994,API,OTROS,No,No,1,3,1299,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,13.0,No,0.4836785348121541,658321,5,Cold
1995,Landing Page Submission,Direct Traffic,No,No,0,6,173,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.03899236600805543,606520,3,Cold
1996,Landing Page Submission,Google,No,No,0,3,334,3.0,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.12523310952416886,652500,3,Cold
1997,Landing Page Submission,Direct Traffic,No,No,0,3,1292,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7764966002258203,601512,3,Hot
1998,Landing Page Submission,Direct Traffic,No,No,0,7,62,1.75,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07239871168027756,629911,2,Cold
1999,Landing Page Submission,Google,No,No,1,5,583,5.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9102488720382452,601334,4,Hot
2000,Landing Page Submission,Direct Traffic,No,No,0,7,499,2.33,Page Visited on Website,OTROS,Student,No,No,No,No,No,No,17.0,15.0,Yes,0.5655051420327757,581587,3,Cold
2001,API,Google,No,No,0,2,29,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08537010609773323,594964,1,Cold
2002,Landing Page Submission,Direct Traffic,No,No,0,2,119,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07242124077523558,610833,2,Cold
2003,Landing Page Submission,Direct Traffic,No,No,1,2,1521,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.7913307666020026,608348,0,Hot
2004,Landing Page Submission,Google,No,No,0,4,1093,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.43044515571195074,631890,2,Cold
2005,API,Google,No,No,0,4,952,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.13703091531709344,580017,5,Cold
2006,Landing Page Submission,Google,No,No,1,12,228,2.4,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.13877754946672677,621393,2,Cold
2007,Landing Page Submission,Direct Traffic,No,No,0,2,227,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.1315193415860846,642590,2,Cold
2008,Landing Page Submission,Google,No,No,1,2,1640,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No,0.8470816850165819,660673,2,Hot
2009,API,Chat,No,No,0,0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No,0.5377349720627532,652080,1,Cold
2010,Landing Page Submission,Google,No,No,0,5,486,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.1460878779013183,655065,2,Cold
2011,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No,0.893744420100269,642088,1,Hot
2012,API,Organic Search,No,No,0,2,402,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.1732904457720155,636225,5,Cold
2013,Landing Page Submission,Organic Search,No,No,0,5,1204,5.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,13.0,Yes,0.3133290722404948,638288,2,Cold
2014,Landing Page Submission,Google,No,No,0,7,6,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.0653340384144392,654022,2,Cold
2015,Landing Page Submission,Direct Traffic,No,No,0,3,458,1.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.1312665409799606,621397,2,Cold
2016,API,Google,No,No,0,2,343,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.2944446634164993,648125,1,Cold
2017,Landing Page Submission,Google,No,No,1,5,1436,5.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5878661475790344,613193,2,Cold
2018,API,Chat,No,No,1,0,0,0.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,14.0,No,0.6545066620706507,587243,0,Medium
2019,Landing Page Submission,Direct Traffic,No,No,1,2,138,2.0,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,13.0,19.0,Yes,0.07873359598296888,582543,0,Cold
2020,Landing Page Submission,Google,No,No,0,4,79,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.09376239768437207,601521,2,Cold
2021,Landing Page Submission,Google,No,No,1,2,1608,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,20.0,No,0.6920612262162718,583435,0,Medium
2022,Landing Page Submission,Google,No,No,0,4,884,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.8472917560879335,584897,3,Hot
2023,API,Google,No,No,0,4,50,1.33,OTROS,Finance Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes,0.055346120267501665,651277,5,Cold
2024,Landing Page Submission,Google,No,No,0,5,637,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.3174634080829283,632365,2,Cold
2025,API,Google,No,No,1,3,1288,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No,0.8427526276539434,587103,1,Hot
2026,Landing Page Submission,Organic Search,No,No,0,5,83,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.20700431270018343,600761,3,Cold
2027,API,Google,No,No,0,2,39,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No,0.09325245791891659,659248,5,Cold
2028,Landing Page Submission,Google,No,No,0,4,101,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.2737533389464616,659600,2,Cold
2029,Lead Add Form,Reference,No,No,1,0,0,0.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.6506357334178519,631670,5,Medium
2030,Landing Page Submission,Organic Search,No,No,0,2,61,2.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.02419937851220604,601981,3,Cold
2031,Landing Page Submission,Direct Traffic,No,No,0,6,195,6.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.04475568142788704,628304,3,Cold
2032,Landing Page Submission,Direct Traffic,No,No,0,2,398,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10780054968838271,655719,2,Cold
2033,API,Google,No,No,0,3,213,1.5,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.12262131870809005,653151,5,Cold
2034,Landing Page Submission,Direct Traffic,No,No,1,2,1439,2.0,Email Opened,OTROS,Working Professional,No,No,No,No,No,No,14.0,16.0,Yes,0.9373072683623054,622344,4,Hot
2035,Landing Page Submission,Direct Traffic,No,No,1,2,899,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.4950315639912126,588802,2,Cold
2036,Landing Page Submission,Direct Traffic,No,No,0,6,280,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.10173287159369118,599367,2,Cold
2037,Landing Page Submission,Direct Traffic,No,No,1,2,1522,2.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.5951329153632543,590298,2,Cold
2038,Landing Page Submission,Google,No,No,1,4,1375,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8517983751290168,608106,0,Hot
2039,Landing Page Submission,Direct Traffic,No,No,0,5,260,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.25104587010454854,615121,3,Cold
2040,API,Google,No,No,1,16,436,1.23,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2023773705599002,632031,1,Cold
2041,Landing Page Submission,Google,No,No,0,5,294,2.5,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,12.0,15.0,No,0.032069601602303904,657502,2,Cold
2042,OTROS,OTROS,No,No,1,3,844,2.4,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.3565270880695158,654173,5,Cold
2043,Landing Page Submission,Organic Search,No,No,0,6,170,3.0,OTROS,OTROS,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.1547822353450107,593476,3,Cold
2044,Landing Page Submission,Direct Traffic,No,No,0,4,301,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes,0.29212405742073494,580808,2,Cold
2045,Landing Page Submission,Direct Traffic,No,No,0,2,316,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,13.0,18.0,No,0.11397848942281505,643149,2,Cold
2046,API,Chat,No,No,1,0,0,0.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.5652371613781081,617123,0,Cold
2047,Landing Page Submission,Google,No,No,0,3,690,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.24871793625173988,631420,2,Cold
2048,Landing Page Submission,Direct Traffic,No,No,0,2,1766,2.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes,0.6333106686069493,589573,2,Medium
2049,API,Organic Search,No,No,0,5,388,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No,0.2721654371707634,649500,1,Cold
2050,Lead Add Form,Reference,No,No,1,3,940,2.4,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.9337426253364418,608330,5,Hot
2051,Landing Page Submission,Direct Traffic,No,No,0,2,1163,2.0,Converted to Lead,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.13213896858060517,595322,3,Cold
2052,API,Chat,No,No,1,0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No,0.9347167109071668,620517,4,Hot
2053,API,Organic Search,No,No,0,2,413,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.3170558967656911,584496,5,Cold
2054,Landing Page Submission,Direct Traffic,No,No,0,5,91,2.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.008700853355122617,613275,3,Cold
2055,Landing Page Submission,Direct Traffic,No,No,1,2,1232,2.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes,0.9889282894349657,642361,4,Hot
2056,Landing Page Submission,Direct Traffic,No,No,0,4,453,4.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07439441318620629,631352,3,Cold
2057,Landing Page Submission,Organic Search,No,No,0,3,62,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.07960594870158165,636002,2,Cold
2058,API,Organic Search,No,No,0,4,153,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.2689764602802959,613614,5,Cold
2059,API,Google,No,No,1,8,88,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.25743160426722583,614845,0,Cold
2060,Landing Page Submission,Direct Traffic,No,No,1,4,966,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,18.0,Yes,0.961629922978951,589858,4,Hot
2061,Landing Page Submission,Direct Traffic,No,No,0,5,1417,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4998638410970126,626897,2,Cold
2062,Landing Page Submission,Google,No,No,1,4,1286,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.7434878522043767,628413,0,Medium
2063,Landing Page Submission,Direct Traffic,No,No,0,5,110,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.08932391137474238,626452,2,Cold
2064,Lead Add Form,Reference,No,No,1,3,972,2.4,OTROS,OTROS,Working Professional,No,No,No,No,No,No,14.0,17.0,No,0.9963948724943493,656563,4,Hot
2065,Landing Page Submission,Google,No,No,0,4,59,4.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.04774294783583377,632815,3,Cold
2066,API,Chat,No,No,0,0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,14.0,No,0.05144362679411018,643170,5,Cold
2067,API,Chat,No,No,0,4,358,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.34417923347830165,592802,1,Cold
2068,API,Google,No,No,1,5,954,1.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.17456919978426688,646355,1,Cold
2069,Landing Page Submission,Direct Traffic,No,No,0,5,381,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.29740844110340603,600647,3,Cold
2070,API,Google,No,No,1,4,1453,1.33,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No,0.8857001892622576,637172,0,Hot
2071,API,Organic Search,No,No,0,3,306,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No,0.055279425732052495,592866,1,Cold
2072,Landing Page Submission,Google,No,No,0,5,236,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.26045580801874746,614056,3,Cold
2073,Landing Page Submission,Google,No,No,1,6,1049,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.4038855226462881,620278,2,Cold
2074,Landing Page Submission,Organic Search,No,No,1,6,1201,2.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes,0.4620044066292758,637248,0,Cold
2075,Landing Page Submission,Direct Traffic,No,No,1,2,1266,2.0,Converted to Lead,OTROS,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes,0.8957957785462506,647142,4,Hot
2076,Landing Page Submission,Organic Search,No,No,1,9,1005,9.0,Email Opened,Select,Unemployed,No,No,OTROS,No,No,No,15.0,17.0,No,0.3786151617647606,585174,2,Cold
2077,Landing Page Submission,Direct Traffic,No,No,0,10,251,10.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes,0.131595487653736,586385,2,Cold
2078,Landing Page Submission,Direct Traffic,No,No,0,15,317,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No,0.3731720786402682,649259,2,Cold
2079,API,Organic Search,No,No,0,5,311,1.25,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No,0.3962578621389763,587059,5,Cold
2080,Landing Page Submission,Google,No,No,0,5,236,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.27977075113834937,616955,3,Cold
2081,Landing Page Submission,Google,No,No,0,9,78,9.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes,0.6867376903420784,586631,3,Medium
2082,Landing Page Submission,Google,No,No,1,5,472,5.0,OTROS,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes,0.2549461521315059,656331,0,Cold
2083,API,OTROS,No,No,0,14,354,14.0,OTROS,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No,0.1330384496494495,657882,5,Cold
2084,Landing Page Submission,Direct Traffic,No,No,0,2,1343,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.4528037578315508,623781,2,Cold
2085,Landing Page Submission,Direct Traffic,No,No,0,1,273,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.012147835767025935,598213,3,Cold
2086,API,Organic Search,No,No,0,5,22,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.22493742937580202,607845,5,Cold
2087,Landing Page Submission,Direct Traffic,No,No,1,2,1202,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes,0.8362701774435206,580776,0,Hot
2088,Landing Page Submission,Google,No,No,1,4,45,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.20926840884947742,638848,0,Cold
2089,Landing Page Submission,Google,No,No,0,6,1377,6.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,13.0,20.0,Yes,0.8060100793833023,582777,3,Hot
2090,Landing Page Submission,Google,No,No,0,4,1714,4.0,Email Opened,OTROS,Unemployed,No,No,No,No,No,No,14.0,15.0,No,0.7034978808004599,637361,2,Medium
2091,Landing Page Submission,Direct Traffic,No,No,1,3,1089,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.5844076732592168,610473,0,Cold
2092,API,Chat,No,No,0,0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No,0.8101953350847474,594506,4,Hot
2093,Lead Add Form,Reference,No,No,1,0,0,0.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8964688847052155,630841,0,Hot
2094,API,Organic Search,No,No,1,8,1651,8.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No,0.8755351338364746,613965,0,Hot
2095,Landing Page Submission,Direct Traffic,No,No,1,8,311,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.2791668343408714,592597,0,Cold
2096,Landing Page Submission,Google,No,No,1,8,1061,2.67,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.651685764034368,597323,0,Medium
2097,Landing Page Submission,Direct Traffic,No,No,0,4,115,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes,0.025968860639007166,626281,2,Cold
